TRAIN
Accuracy of Coil: 0.7999183340138832
Overall accuracy: 0.6396563733457162
TEST
Accuracy of Beta: 0.40778923253150057
Accuracy of Helix: 0.43350785340314135
Accuracy of Coil: 0.8056640625
Overall accuracy: 0.6243550051599587
TRAIN
Accuracy of Beta: 0.4659707724425887
Accuracy of Helix: 0.5387689848121503
Accuracy of Coil: 0.783109404990403
Overall accuracy: 0.6583841690224669
TUNE
Accuracy of Beta: 0.39336917562724016
Accuracy of Helix: 0.4811320754716981
Accuracy of Coil: 0.7986933442221315
Overall accuracy: 0.6389598328302762
TEST
Accuracy of Beta: 0.40893470790378006
Accuracy of Helix: 0.43350785340314135
Accuracy of Coil: 0.80615234375
Overall accuracy: 0.6248710010319918
TRAIN
Accuracy of Beta: 0.47139874739039667
Accuracy of Helix: 0.5416999733546496
Accuracy of Coil: 0.7835207019468056
Overall accuracy: 0.660392798690671
TUNE
Accuracy of Beta: 0.39157706093189965
Accuracy of Helix: 0.4838274932614555
Accuracy of Coil: 0.7991016741527154
Overall accuracy: 0.6391920130020896
TEST
Accuracy of Beta: 0.4020618556701031
Accuracy of Helix: 0.43455497382198954
Accuracy of Coil: 0.8056640625
Overall accuracy: 0.6233230134158927
TRAIN
Accuracy of Beta: 0.4755741127348643
Accuracy of Helix: 0.5411670663469225
Accuracy of Coil: 0.7836578009322731
Overall accuracy: 0.6610623419134057
TUNE
Accuracy of Beta: 0.3942652329749104
Accuracy of Helix: 0.48517520215633425
Accuracy of Coil: 0.7978766843609637
Overall accuracy: 0.639424193173903
TEST
Accuracy of Beta: 0.4032073310423826
Accuracy of Helix: 0.43455497382198954
Accuracy of Coil: 0.80517578125
Overall accuracy: 0.6233230134158927
TRAIN
Accuracy of Beta: 0.4759916492693111
Accuracy of Helix: 0.541433519850786
Accuracy of Coil: 0.7840690978886756
Overall accuracy: 0.6614343103704806
TUNE
Accuracy of Beta: 0.3960573476702509
Accuracy of Helix: 0.4811320754716981
Accuracy of Coil: 0.7978766843609637
Overall accuracy: 0.6391920130020896
TEST
Accuracy of Beta: 0.40778923253150057
Accuracy of Helix: 0.4324607329842932
Accuracy of Coil: 0.80517578125
Overall accuracy: 0.6238390092879257
TRAIN
Accuracy of Beta: 0.47974947807933194
Accuracy of Helix: 0.5409006128430589
Accuracy of Coil: 0.7839319989032081
Overall accuracy: 0.6618806725189704
TUNE
Accuracy of Beta: 0.3978494623655914
Accuracy of Helix: 0.4838274932614555
Accuracy of Coil: 0.796243364638628
Overall accuracy: 0.6391920130020896
TEST
Accuracy of Beta: 0.41008018327605955
Accuracy of Helix: 0.43036649214659684
Accuracy of Coil: 0.806640625
Overall accuracy: 0.6246130030959752
TRAIN
Accuracy of Beta: 0.481419624217119
Accuracy of Helix: 0.541433519850786
Accuracy of Coil: 0.7850287907869482
Overall accuracy: 0.6629221841987799
TUNE
Accuracy of Beta: 0.39874551971326166
Accuracy of Helix: 0.48247978436657685
Accuracy of Coil: 0.7958350347080441
Overall accuracy: 0.6389598328302762
TEST
Accuracy of Beta: 0.41008018327605955
Accuracy of Helix: 0.43350785340314135
Accuracy of Coil: 0.80615234375
Overall accuracy: 0.6251289989680082
TRAIN
Accuracy of Beta: 0.48434237995824636
Accuracy of Helix: 0.5411670663469225
Accuracy of Coil: 0.7858513846997532
Overall accuracy: 0.6638149084957595
TUNE
Accuracy of Beta: 0.3978494623655914
Accuracy of Helix: 0.4797843665768194
Accuracy of Coil: 0.7966516945692119
Overall accuracy: 0.638727652658463
TEST
Accuracy of Beta: 0.41008018327605955
Accuracy of Helix: 0.43455497382198954
Accuracy of Coil: 0.8037109375
Overall accuracy: 0.6240970072239422
TRAIN
Accuracy of Beta: 0.4872651356993737
Accuracy of Helix: 0.5411670663469225
Accuracy of Coil: 0.7858513846997532
Overall accuracy: 0.6643356643356644
TUNE
Accuracy of Beta: 0.39336917562724016
Accuracy of Helix: 0.48247978436657685
Accuracy of Coil: 0.7950183748468763
Overall accuracy: 0.6371023914557696
TEST
Accuracy of Beta: 0.41008018327605955
Accuracy of Helix: 0.43664921465968587
Accuracy of Coil: 0.802734375
Overall accuracy: 0.6240970072239422
TRAIN
Accuracy of Beta: 0.48768267223382045
Accuracy of Helix: 0.5435651478816946
Accuracy of Coil: 0.7857142857142857
Overall accuracy: 0.6650052075583991
TUNE
Accuracy of Beta: 0.3960573476702509
Accuracy of Helix: 0.4797843665768194
Accuracy of Coil: 0.7958350347080441
Overall accuracy: 0.6377989319712096
TEST
Accuracy of Beta: 0.40778923253150057
Accuracy of Helix: 0.437696335078534
Accuracy of Coil: 0.8017578125
Overall accuracy: 0.6233230134158927
TRAIN
Accuracy of Beta: 0.4881002087682672
Accuracy of Helix: 0.5451638689048761
Accuracy of Coil: 0.7858513846997532
Overall accuracy: 0.6656003570897188
TUNE
Accuracy of Beta: 0.3942652329749104
Accuracy of Helix: 0.4784366576819407
Accuracy of Coil: 0.7966516945692119
Overall accuracy: 0.6375667517993964
TEST
Accuracy of Beta: 0.4054982817869416
Accuracy of Helix: 0.437696335078534
Accuracy of Coil: 0.8017578125
Overall accuracy: 0.6228070175438597
TRAIN
Accuracy of Beta: 0.49144050104384135
Accuracy of Helix: 0.5448974154010126
Accuracy of Coil: 0.7862626816561558
Overall accuracy: 0.6663442940038685
TUNE
Accuracy of Beta: 0.3942652329749104
Accuracy of Helix: 0.4784366576819407
Accuracy of Coil: 0.7958350347080441
Overall accuracy: 0.6371023914557696
TEST
Accuracy of Beta: 0.4020618556701031
Accuracy of Helix: 0.4387434554973822
Accuracy of Coil: 0.80419921875
Overall accuracy: 0.6235810113519091
TRAIN
Accuracy of Beta: 0.4943632567849687
Accuracy of Helix: 0.5438316013855582
Accuracy of Coil: 0.7868110775980258
Overall accuracy: 0.6668650498437733
TUNE
Accuracy of Beta: 0.3924731182795699
Accuracy of Helix: 0.4757412398921833
Accuracy of Coil: 0.796243364638628
Overall accuracy: 0.6364058509403296
TEST
Accuracy of Beta: 0.4032073310423826
Accuracy of Helix: 0.437696335078534
Accuracy of Coil: 0.80419921875
Overall accuracy: 0.6235810113519091
TRAIN
Accuracy of Beta: 0.4943632567849687
Accuracy of Helix: 0.5454303224087397
Accuracy of Coil: 0.7880449684672334
Overall accuracy: 0.6679809552149978
TUNE
Accuracy of Beta: 0.38799283154121866
Accuracy of Helix: 0.4743935309973046
Accuracy of Coil: 0.7958350347080441
Overall accuracy: 0.6347805897376364
TEST
Accuracy of Beta: 0.4032073310423826
Accuracy of Helix: 0.4387434554973822
Accuracy of Coil: 0.80419921875
Overall accuracy: 0.6238390092879257
TRAIN
Accuracy of Beta: 0.4951983298538622
Accuracy of Helix: 0.5467625899280576
Accuracy of Coil: 0.7887304633945709
Overall accuracy: 0.6688736795119774
TUNE
Accuracy of Beta: 0.38799283154121866
Accuracy of Helix: 0.4743935309973046
Accuracy of Coil: 0.7974683544303798
Overall accuracy: 0.6357093104248898
TEST
Accuracy of Beta: 0.3997709049255441
Accuracy of Helix: 0.4387434554973822
Accuracy of Coil: 0.8056640625
Overall accuracy: 0.6238390092879257
TRAIN
Accuracy of Beta: 0.4960334029227557
Accuracy of Helix: 0.5478284039435118
Accuracy of Coil: 0.7891417603509734
Overall accuracy: 0.6695432227347121
TUNE
Accuracy of Beta: 0.3888888888888889
Accuracy of Helix: 0.4757412398921833
Accuracy of Coil: 0.7974683544303798
Overall accuracy: 0.6361736707685164
TEST
Accuracy of Beta: 0.3974799541809851
Accuracy of Helix: 0.4397905759162304
Accuracy of Coil: 0.8056640625
Overall accuracy: 0.6235810113519091
TRAIN
Accuracy of Beta: 0.49561586638830896
Accuracy of Helix: 0.5496935784705569
Accuracy of Coil: 0.7903756512201809
Overall accuracy: 0.6706591281059366
TUNE
Accuracy of Beta: 0.3897849462365591
Accuracy of Helix: 0.4743935309973046
Accuracy of Coil: 0.7966516945692119
Overall accuracy: 0.6357093104248898
TEST
Accuracy of Beta: 0.3928980526918671
Accuracy of Helix: 0.4387434554973822
Accuracy of Coil: 0.8046875
Overall accuracy: 0.6217750257997936
TRAIN
